category_id,category_name,category_slug,listing_id,listing_title,listing_url,tagline,address,email,phone,description,category_names
1877,Western Australia,western-australia,6727,Bua Siam Restaurant,https://ummahdirectory.com.au/western-australia/bua-siam-restaurant/,Authentic Thai cuisine located in the heart of Langford Village Shopping centre.,"Shopping Centre, 19B Langford Ave, Langford WA 6147",,(08) 9356 6668,"Authentic Thai cuisine located in the heart of Langford Village Shopping centre.
Shopping Centre, 19B Langford Ave, Langford WA 6147
(08) 9356 6668","[""Food and Beverage"", ""Restaurants & Takeaway"", ""Western Australia""]"
1877,Western Australia,western-australia,6249,The Islamic Centre of Western Australia,https://ummahdirectory.com.au/western-australia/the-islamic-centre-of-western-australia/,Mosque and Islamic Centre located in the suburb of Maylands est. 1994,"238 Guildford Rd, Maylands WA 6051",info@icentrewa.com.au,(08) 9271 3332,"The Islamic Centre of Western Australia (WA) is a not for profit organisation in operation since 1994, it provides youth Islamic classes and education.
A Masjid and Multipurpose Islamic Centre is being built for the growing Muslim community of Perth Australia. The purchased site was previously a tavern.
238 Guildford Rd, Maylands WA 6051
info@icentrewa.com.au
(08) 9271 3332","[""Mosques"", ""Western Australia""]"
1877,Western Australia,western-australia,2382,Masjid Al Latief Langford,https://ummahdirectory.com.au/mosque-musalla/masjid-al-latief-daarut-tauhiid-australia/,Mosque located in the suburb of Langford,"214 Nicholson Rd, Langford WA 6147",contact@daaruttauhiid.org.au,0448 062 752,"Mosque located in Langford, serves as a community hub for people living in Langford and surrounding suburbs. It’s located inside and part of the Daarut Tauhiid Centre complex building
Contact 0448 062 752 or 0448 063 643
Womens facilities available
214 Nicholson Rd, Langford WA 6147
contact@daaruttauhiid.org.au
0448 062 752","[""Mosques"", ""Western Australia""]"
1877,Western Australia,western-australia,2373,IQRO Centre,https://ummahdirectory.com.au/mosque-musalla/iqro-centre-perth/,Prayer room and home to IQRO Foundation in Western Australia,"2/45 Kent St, Cannington WA 6107",info.perth@iqro.org.au,0479 141 414,"Mosque located in Cannington and home to the IQRO Foundation Inc., Western Australia (WA)
Women’s Prayer area, Women’s social gathering facility and kid-friendly facilities available.
2/45 Kent St, Cannington WA 6107
info.perth@iqro.org.au
0479 141 414","[""Mosques"", ""Western Australia""]"
2077,Australian Canberra Territory,australian-canberra-territory,7480,Belco Halal Kebabs & Pizzeria,https://ummahdirectory.com.au/food-and-beverage/belco-halal-kebabs-pizzeria/,Middle Eastern and pizza house located in Belconnen,"Lathlain Street Shop 328A, Westfield, Belconnen ACT 2617",,(02) 6253 2928,"Nestled in the heart of Westfield Belconnen, lies a vibrant Middle Eastern restaurant that features kebabs, burgers, and pizzas. Whether you prefer to dine in, grab a takeaway, or enjoy the convenience of delivery, this restaurant caters to all your dining needs.
Lathlain Street Shop 328A, Westfield, Belconnen ACT 2617
(02) 6253 2928","[""Australian Canberra Territory"", ""Food and Beverage"", ""Restaurants & Takeaway""]"
1462,Driving Schools,auto-driving-schools,1275,Rahma Driving School,https://ummahdirectory.com.au/auto/auto-driving-schools/rahma-driving-school/,"12 Star Grove, Bundoora VIC 3175","12 Star Grove, Bundoora VIC 3175",info@rahmadrivingschool.com.au,0404 748 437,"E-Mail
0404 748 437","[""Driving Schools""]"
1462,Driving Schools,auto-driving-schools,1273,Madina Driving School,https://ummahdirectory.com.au/auto/auto-driving-schools/madina-driving-school/,Dandenong VIC 3175,Dandenong VIC 3175,,0431 173 683,0431 173 683,"[""Driving Schools""]"
1462,Driving Schools,auto-driving-schools,1268,Driving Craft School,https://ummahdirectory.com.au/auto/auto-driving-schools/air-tech-climate-control/,0430 060 052,,,0430 060 052,,"[""Driving Schools""]"
1467,Mechanics,auto-mechanics,6980,Pit Crew Auto Care,https://ummahdirectory.com.au/auto/pit-crew-auto-care/,Specialising in all mechanical needs located in the heart of Coburg North,"30 Mercier St, Coburg North VIC 3058",pitcrewautocare30@gmail.com,(03) 9191 3995,"Specialising in all your mechanical needs located in the heart of Coburg North.
Honest, reliable, professional, friendly.
Products/Services:
– Minor and major service and repairs
– Aircon regas and service
– Logbook service
– Suspension
– Tyres
– Advanced computer diagnostics
30 Mercier St, Coburg North VIC 3058
pitcrewautocare30@gmail.com
(03) 9191 3995","[""Auto"", ""Mechanics""]"
1467,Mechanics,auto-mechanics,5053,Fawkner Clutch & Brake,https://ummahdirectory.com.au/auto/fawkner-clutch-brake/,Auto mechanic and car repairs in Fawkner,"149 Lynch Rd, Fawkner VIC 3060",,(03) 9359 0617,"Car repairs located on Lynch Rd in Fawkner
149 Lynch Rd, Fawkner VIC 3060
(03) 9359 0617","[""Auto"", ""Mechanics""]"
1467,Mechanics,auto-mechanics,1283,Dandenong Smash Repairs,https://ummahdirectory.com.au/auto/auto-mechanics/dandenong-smash-repairs/,"33 Egan Rd, Dandenong VIC 3175","33 Egan Rd, Dandenong VIC 3175",,0411 833 043,0411 833 043,"[""Mechanics""]"
1467,Mechanics,auto-mechanics,1279,City Service Mechanics,https://ummahdirectory.com.au/auto/auto-mechanics/city-service-mechanics/,First class mechanic in central Melbourne location,"713 Queensberry St, North Melbourne VIC 3051",contact@cityservicemechanics.com.au,(03) 9328 8618,"We provide a full range of front end mechanical repairs for all makes and models of cars, no matter the cause. This includes everything from struts, shocks, and tie rod ends to ball joints, springs, and basically everything that is included in repairing the front end of the vehicle.
Book Appointment – City Service Mechanics
713 Queensberry St, North Melbourne VIC 3051
contact@cityservicemechanics.com.au
(03) 9328 8618","[""Auto"", ""Mechanics""]"
1785,Parts,parts,3891,Overland 4 x 4 Parts & Services,https://ummahdirectory.com.au/auto/overland-4-x-4-parts-services/,All kinds of automotive parts at Thomastown location,"17 Cliveden Ct, Thomastown VIC 3074",overland4x4parts@hotmail.com,(03) 9357 3133,"The team at Overland 4×4 offer a vast range of light commercial and four wheel drive parts along side with 25 years of mechanical experience Not only do we supply high quality second hand parts but also a variety of new four wheel drive accessories Here at Overland 4×4 we offer fitting for any parts alongside any engine change overs, transmissions, diffs etc.
For any inquiries feel free to contact any of our staff at (03) 93573133
17 Cliveden Ct, Thomastown VIC 3074
overland4x4parts@hotmail.com
(03) 9357 3133","[""Auto"", ""Parts"", ""Victoria""]"
1567,Towing,towing,3299,Naz’s Towing,https://ummahdirectory.com.au/auto/nazs-towing/,Towing operator,Glenroy VIC 3046,nazstowing@gmail.com,0405 197 368,"Towing service located in Glenroy. 24 Hour Service – All Suburbs
Glenroy VIC 3046
nazstowing@gmail.com
0405 197 368","[""Auto"", ""Towing""]"
1567,Towing,towing,3263,Emergency Towing,https://ummahdirectory.com.au/auto/emergency-towing/,Family owned towing operator,Meadow Heights VIC 3048,Emergencytowingmelb@gmail.com,0470 061 006,"Towing service for all cars, caravans, forklifts, etc.
Meadow Heights VIC 3048
Emergencytowingmelb@gmail.com
0470 061 006","[""Auto"", ""Towing""]"
1567,Towing,towing,3103,Classy Towing,https://ummahdirectory.com.au/auto/classy-towing/,Family owned towing operator since 1996,Campbellfield VIC 3061,,0408 239 826,"Classy Towing is a family owned business established & operating since 1996. Classy Towing specialises in Towing & Transportation of all types of Vehicles, Plant Equipment and Trucks . Local, Country and Interstate.
Classy Towing is a 24-hour towing service dedicated to serving the individual towing needs of our customers. Fully Insured, Professional and Courteous service
Campbellfield VIC 3061
0408 239 826","[""Auto"", ""Towing""]"
1468,Wheels & Tyres,auto-wheels-tyres,5048,Fawkner Wheels & Tyres,https://ummahdirectory.com.au/auto/fawkner-wheels-tyres/,"Specialising in tyres, wheels and suspension in Fawkner since 1992","1112 Sydney Rd, Fawkner VIC 3060",fawknertyres@hotmail.com,(03) 9357 3411,"Wheels, Tyres & Suspension. We ship AUS wide! Established in 1992.
1112 Sydney Rd, Fawkner VIC 3060
fawknertyres@hotmail.com
(03) 9357 3411","[""Auto"", ""Wheels & Tyres""]"
1468,Wheels & Tyres,auto-wheels-tyres,1297,The Wheel Gallery,https://ummahdirectory.com.au/auto/the-wheel-gallery/,Premium online and retail wheel and tyre store,"1830 Sydney Rd, Campbellfield VIC 3061",,(03) 9359 5556,"1830 Sydney Rd, Campbellfield VIC 3061
(03) 9359 5556","[""Auto"", ""Wheels & Tyres""]"
1468,Wheels & Tyres,auto-wheels-tyres,1291,Signature Tyres,https://ummahdirectory.com.au/auto/signature-tyres/,Largest online and retail wheel and tyre store in Melbourne with over 25 years experience.,"1257 Sydney Rd, Fawkner VIC 3060",,(03) 9359 5556,"1257 Sydney Rd, Fawkner VIC 3060
(03) 9359 5556","[""Auto"", ""Wheels & Tyres""]"
1468,Wheels & Tyres,auto-wheels-tyres,1285,Cooper St Tyre Centre,https://ummahdirectory.com.au/auto/cooper-st-tyre-centre/,"Specialising in tyres, wheels, brakes and suspension","1/37 Cooper St, Campbellfield VIC 3061",,(03) 9303 9993,"Specialising in tyres, wheels, brakes and suspension as well as quality service at unbeatable prices
1/37 Cooper St, Campbellfield VIC 3061
(03) 9303 9993","[""Auto"", ""Wheels & Tyres""]"
1380,Hairdressers,hairdressers,6660,Ab’s Barber Shop – Flinders Lane,https://ummahdirectory.com.au/beauticians/hairdressers/abs-barber-shop-flinders-lane/,Leading barber shop in the heart of Melbourne CBD in Flinders Lane,"497 Flinders Ln, Melbourne VIC 3000",abs_barber@hotmail.com,(03) 9614 0589,"Abs Barber Shop was established by Ibrahim El Osman just over a decade ago. Ibrahim has over 35 years of experience in the industry, as he began cutting as early as 1984.
Abs currently has expanded and has 3 shops open in the Heart of the Melbourne CBD.
The same quality is guaranteed across all franchises as all employees are passionate about their work.
All shops accept walk in’s and at the current moment Flinders Lane will be accepting bookings online in addition to walk ins.
497 Flinders Ln, Melbourne VIC 3000
abs_barber@hotmail.com
(03) 9614 0589","[""Hairdressers"", ""Hairdressers - Male""]"
1380,Hairdressers,hairdressers,6647,Ab’s Barber Shop – William Street,https://ummahdirectory.com.au/beauticians/hairdressers/abs-barber-shop-william-street/,Leading barber shop in the heart of Melbourne CBD on William St,"162 William St, Melbourne VIC 3000",abs_barber@hotmail.com,(03) 8388 7283,"Abs Barber Shop was established by Ibrahim El Osman just over a decade ago. Ibrahim has over 35 years of experience in the industry, as he began cutting as early as 1984.
Abs currently has expanded and has 3 shops open in the Heart of the Melbourne CBD.
The same quality is guaranteed across all franchises as all employees are passionate about their work.
All shops accept walk in’s and at the current moment Flinders Lane will be accepting bookings online in addition to walk ins.
162 William St, Melbourne VIC 3000
abs_barber@hotmail.com
(03) 8388 7283","[""Hairdressers"", ""Hairdressers - Male""]"
1380,Hairdressers,hairdressers,3881,Identity One Hair & Beauty Salon,https://ummahdirectory.com.au/beauticians/identity-one-hair-beauty-salon/,Hair & beauty salon located in Viewbank,"39 Sherlowe Cres, Viewbank VIC 3084",identityone1@gmail.com,(03) 9440 6318,"Identity One Hair & Beauty Salon is a unique boutique hair and beauty salon focused on giving you a personalised 5 star experience, helping your skin and body look and feel great.
Our salon goal is to boost your image.
We offer a large variety of the latest hair and beauty services, and are committed to providing a fantastic customer experience every time.
Book your next appointment today and be confident that you will leave feeling great.
39 Sherlowe Cres, Viewbank VIC 3084
identityone1@gmail.com
(03) 9440 6318","[""Beauty"", ""Hairdressers"", ""Hairdressers - Female"", ""Victoria""]"
1380,Hairdressers,hairdressers,2,Barber Jan,https://ummahdirectory.com.au/beauticians/hairdressers/barber-jan/,"One of Melbourne’s highest rated and most popular barbers, Barber Jan is an icon in the community that is best known for his trendy haircuts, as well as his contributions to charities and social causes.","196 Moreland Rd, Brunswick VIC 3056",canyamacli@gmail.com,03 9384 1110,"Services
Barber Jan offers a traditional barber experience combined with a modern twist. The result: great looking hair and just as good an experience!
Shop
More than just a barber shop, Barber Jan sells a range of hair care and skincare products.
Find them here.
196 Moreland Rd, Brunswick VIC 3056
canyamacli@gmail.com
03 9384 1110","[""Hairdressers""]"
1629,Jewellery,jewellery,7159,Sairah Jewellery,https://ummahdirectory.com.au/victoria/sairah-jewellery/,"Small business specialising in jewellery, necklaces, rings, bracelets and earrings",Tarneit VIC 3029,,0423 176 946,"I run a business that specializes in selling a variety of exquisite jewelry, including necklaces, rings, bracelets, and earrings.
Products/Services:
1) Necklaces:
Classic Necklaces: Timeless pieces that add a touch of elegance to any outfit. Perfect for both everyday wear and special occasions.
Statement Necklaces: Bold and beautiful designs that make a striking impression, ideal for adding flair to your wardrobe.
Pendant Necklaces: Featuring a variety of pendants, from simple and chic to intricate and detailed, these necklaces are perfect for personalization.
2) Rings:
Fashion Rings: Trendy and stylish rings that add a pop of personality and style to any look.
3) Bracelets:
Bangle Bracelets: Sleek and stylish bangles that can be worn alone or stacked for a more dramatic effect.
Charm Bracelets: Personalize your bracelet with a variety of charms that represent your unique style and story.
Cuff Bracelets: Bold and eye-catching designs that make a statement and add a touch of elegance to any outfit.
4) Earrings:
Stud Earrings: Simple and elegant studs that are perfect for everyday wear.
Hoop Earrings: Classic and versatile hoops available in various sizes and styles.
Dangle Earrings: Beautiful and intricate designs that add movement and sparkle to your look.
Tarneit VIC 3029
0423 176 946","[""Beauty"", ""Jewellery"", ""Victoria""]"
1629,Jewellery,jewellery,6297,Altinbas Australia,https://ummahdirectory.com.au/victoria/altinbas-australia/,European inspired jewellery in the heart of Coolaroo,"Suite 118/1510 Pascoe Vale Rd, Coolaroo VIC 3048",,(03) 9305 4803,"The official Facebook page of Altinbas Australia. The leader in European gold, silver and diamond jewellery located in Coolaroo.
Suite 118/1510 Pascoe Vale Rd, Coolaroo VIC 3048
(03) 9305 4803","[""Beauty"", ""Jewellery"", ""Victoria""]"
2065,Nutrition,nutrition-beauticians,7168,Organic Instinct,https://ummahdirectory.com.au/victoria/organic-instinct/,Health and wellness store in Coolaroo run by qualified nutritionist,"36 Zakwell Ct, Coolaroo VIC 3048",info@organicinstinct.net.au,(03) 7302 1627,"At Organic Instinct, our aim is to ensure that we provide alternatives to all your basic health needs, without the chemical overload.
Our Organic Instinct journey began when we became parents for the first time. There was an overwhelming sense of responsibility to give our little person the best start in life. We began looking more closely at the products we had in our own home and the source of the foods we ate. One product and one food at a time, we changed or substituted them over to the low tox and organically grown varieties. We educated ourselves about ingredient lists, chemical lists, food additives, the benefits of supplements, aromatherapy and general health and wellness.
Shop for
more online
36 Zakwell Ct, Coolaroo VIC 3048
info@organicinstinct.net.au
(03) 7302 1627","[""Beauty"", ""Nutrition"", ""Victoria""]"
2065,Nutrition,nutrition-beauticians,4959,The Nutrition Corner,https://ummahdirectory.com.au/victoria/the-nutrition-corner/,Health and wellness store in Somerton run by qualified nutritionist,"Unit 4/882 Cooper St, Somerton VIC 3062",nfo@thenutritioncorner.org,0410 189 771,"Welcome to The Nutrition Corner, where all your health needs are in the one place located in the heart of Somerton.
We are a family business and have been in health and wellness for over 10 years! We believe that everyone should be entitled to good quality affordable produce, healthy low toxic products and sound information to help them set the foundations to a happy healthy home and this is what we are here for!
Products/Services: Health Food Store – Led by qualified nutritionist, Betul has 10+ years’ experience in health and wellness.
Products ranging from, organic pantry, snacks, herbal tea, low tox cleaning products, makeup, organic skincare and supplements.
Also provide an instore clinic with two qualified practitioners- a Naturopath, and a Chinese Medicine Practitioner.
Shop for
New Arrivals and more online
Unit 4/882 Cooper St, Somerton VIC 3062
info@thenutritioncorner.org
0410 189 771","[""Beauty"", ""Nutrition"", ""Victoria""]"
1639,Skincare,skincare,7253,St Botanical,https://ummahdirectory.com.au/beauticians/st-botanical/,"We created the STB brand to offer families beautiful, effective personal care products free from harmful ingredients.",Greenvale VIC 3059,info@stbotanical.com,,"Products/Services: A range of products for YOU, YOUR BODY & YOUR BABY that combine natural, naturally derived & organic ingredients to create truly distinctive products that is good for you, the planet and your home
Greenvale VIC 3059
info@stbotanical.com","[""Beauty"", ""Skincare"", ""Teeth Whitening"", ""Victoria""]"
1639,Skincare,skincare,3248,The Cleanse Lab,https://ummahdirectory.com.au/beauticians/the-cleanse-lab/,Natural Organic Soap and Skin Cleansing Products,Roxburgh Park VIC 3064,info@thecleanselab.com.au,0402 377 078,"We handcraft our own products from natural, mostly organic and ethically sourced ingredients.
Roxburgh Park VIC 3064
info@thecleanselab.com.au
0402 377 078","[""Beauty"", ""Skincare"", ""Teeth Whitening""]"
1705,Teeth Whitening,teeth-whitening,7253,St Botanical,https://ummahdirectory.com.au/beauticians/st-botanical/,"We created the STB brand to offer families beautiful, effective personal care products free from harmful ingredients.",Greenvale VIC 3059,info@stbotanical.com,,"Products/Services: A range of products for YOU, YOUR BODY & YOUR BABY that combine natural, naturally derived & organic ingredients to create truly distinctive products that is good for you, the planet and your home
Greenvale VIC 3059
info@stbotanical.com","[""Beauty"", ""Skincare"", ""Teeth Whitening"", ""Victoria""]"
1705,Teeth Whitening,teeth-whitening,3248,The Cleanse Lab,https://ummahdirectory.com.au/beauticians/the-cleanse-lab/,Natural Organic Soap and Skin Cleansing Products,Roxburgh Park VIC 3064,info@thecleanselab.com.au,0402 377 078,"We handcraft our own products from natural, mostly organic and ethically sourced ingredients.
Roxburgh Park VIC 3064
info@thecleanselab.com.au
0402 377 078","[""Beauty"", ""Skincare"", ""Teeth Whitening""]"
1705,Teeth Whitening,teeth-whitening,3207,Majestic Teeth Whitening,https://ummahdirectory.com.au/beauticians/majestic-teeth-whitening/,"Experts in teeth whitening, tooth gems and grillz","Miller Rd, Bass Hill NSW 2197",info@majesticteethwhitening.com.au,0466 142 142,"Teeth Whitening Specialist | Tooth Gems | Grillz
Est. 2019
Miller Rd, Bass Hill NSW 2197
info@majesticteethwhitening.com.au
0466 142 142","[""Beauty"", ""Teeth Whitening""]"
1638,Print Design & Signmakers,print-design-signmakers,3086,Half Price Printing,https://ummahdirectory.com.au/commerce/half-price-printing/,"Catalogues, business cards, flyers, stickers & labels","1 Northcorp Blvd, Broadmeadows VIC 3047",contactus@halfpriceprinting.com.au,1300 782 840,"Half Price Printing
offers a variety of affordable printing services across Australia. We can print anything.
Contact us today for a fast quote or sample
WELCOME TO THE WORLD OF HALF PRICE PRINTING
Your one-stop shop for affordable, quality printing. You will find a lot of standard products listed online to provide you with quick and easy instant quotes. If there’s something you don’t see listed, we will be more than happy to chat about your needs. You can email, call or even come in and see us face-to-face.
1 Northcorp Blvd, Broadmeadows VIC 3047
E-Mail
1300 782 840","[""Commerce"", ""Print Design & Signmakers""]"
1641,Travel Agents,travel-agents,5070,Jusmin Travel,https://ummahdirectory.com.au/commerce/travel-agents/jusmin-travel/,Family favourite travel agency with Hajj and Umrah packages since 1989,"15 Collyer Court, Attwood VIC 3049",sales@jusmintravel.com.au,(03) 9333 4464,"Established in 1989, Jusmin Travel is a complete travel management company teamed by hardcore professionals with average experience of 20 years in overseas client servicing and growing in geometric proportions. We are a boutique travel agency situated in Tullamarine, Melbourne, having registered IATA and travel licensing agent ship with professional staff. Jusmintravel.com, is a professional at the epitome of success on travels and tourism, always step in to help you to zero down on the right kind of places you want to visit and to help you getting closer to your destination of dreams.
15 Collyer Court, Attwood VIC 3049
sales@jusmintravel.com.au
(03) 9333 4464","[""Commerce"", ""Travel Agents"", ""Victoria""]"
1641,Travel Agents,travel-agents,5065,Pasla Air Travel,https://ummahdirectory.com.au/commerce/travel-agents/pasla-air-travel/,Family and corporate travel agent located in Werribee since 2004,"2/14 Station Pl, Werribee VIC 3030",info@paslaairtravel.com.au,(03) 9749 7033,"Located in Station Place Business Centre, Pasla Air Travel is one of Victoria’s leading travel agency.We are also members of various travel and business organizations in Australia like IATA, TCF and BLA.
2/14 Station Pl, Werribee VIC 3030
info@paslaairtravel.com.au
(03) 9749 7033","[""Commerce"", ""Travel Agents"", ""Victoria""]"
1641,Travel Agents,travel-agents,4644,Cheetah Travel,https://ummahdirectory.com.au/commerce/travel-agents/cheetah-travel/,Travel agent in the heart of Roxburgh Park offering Hajj & Umrah packages,"23 Sheridan Way, Roxburgh Park VIC 3064",info@cheetahtravel.com.au,0475 001 002,"Authorised Umrah Visa Agent in Australia
23 Sheridan Way, Roxburgh Park VIC 3064
info@cheetahtravel.com.au
0475 001 002","[""Commerce"", ""Travel Agents"", ""Victoria""]"
1573,Website Development,website-development,4592,Softkodes,https://ummahdirectory.com.au/computers/softkodes/,Service provider of all things IT & Software technology related,10 Elderwood Street Wollert VIC 3750,info@softkodes.com.au,0433 309 398,"We provide a broad range of software and IT solutions including:
– Website
– Software
– Social Media
– Pragmatic Marketing
– SEO
– LMS
– ERP
– Mobile Apps
– Graphic Design
10 Elderwood Street Wollert VIC 3750
info@softkodes.com.au
0433 309 398","[""Computers"", ""Victoria"", ""Website Development""]"
1574,Child Care Services,child-care-services,4869,Matrix Early Learning Centre,https://ummahdirectory.com.au/education/matrix-early-learning-centre/,Long daycare and kindergarten conveniently located in Fawkner,"1218/1220 Sydney Rd, Fawkner VIC 3060",admin@matrixearlylearning.com.au,(03) 9359 6167,"At Matrix Early Learning in Fawkner, we provide long day care and kindergatern  services for families across Melbourne’s northern suburbs.
Long day care services
are available from 6.30am to 6.30pm Monday to Friday.
Our childcare centre has been purpose-built to offer children high-quality care and
early childhood education
, including preschool and a free government funded kindergarten program.
Importantly our centre is 100% Halal and uses Halal suppliers.
In addition our educators come from diverse backgrounds and are supported by a friendly and supportive management team to give their best to each child.
Our centre offers rich and stimulating indoor and outdoor environments to provide children with quality open-ended learning. Our rooms are bright and spacious and our outdoor play areas have been architecturally landscaped to provide children with continuous exploration and physical development.
1218/1220 Sydney Rd, Fawkner VIC 3060
admin@matrixearlylearning.com.au
(03) 9359 6167","[""Child Care Services"", ""Education"", ""Victoria""]"
1574,Child Care Services,child-care-services,3887,Muna Family Day Care,https://ummahdirectory.com.au/education/muna-family-day-care/,Family daycare centrally located in Preston,"Shop 2, 294-296 High St, Preston VIC 3072",,0432 324 215,"Family daycare centrally located in Preston, servicing across Melbourne and regional Victoria
Shop 2, 294-296 High St, Preston VIC 3072
0432 324 215","[""Child Care Services"", ""Education"", ""Victoria""]"
1576,General & Islamic Schools,general-islamic-colleges,8004,Malek Fahd Islamic School – Beaumont Hills,https://ummahdirectory.com.au/education/malek-fahd-islamic-school-beaumont-hills/,"July 18, 2025","July 18, 2025",,,"Beaumont Hills NSW 2155
Australia’s oldest Islamic school with new campus in Hills District
Islamic Co-ed Primary & Secondary School in Beaumont Hills
Malek Fahd Islamic School is Australia’s oldest Islamic school, founded in 1989 through a gift from King Fahd of Saudi Arabia. This same spirit of charity is one we hope to pay forward to future generations as we remain committed to promoting religious tolerance, cultural diversity, and academic excellence within the broader Australian society.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Education"", ""General & Islamic Schools"", ""New South Wales""]"
1576,General & Islamic Schools,general-islamic-colleges,7999,Malek Fahd Islamic School – Hoxton Park,https://ummahdirectory.com.au/education/malek-fahd-islamic-school-hoxton-park/,"July 18, 2025","July 18, 2025",,,"Hoxton Park NSW 2171
Australia’s oldest Islamic school with new Hoxton Park campus
Islamic Co-ed Primary & Secondary School in Hoxton Park
Malek Fahd Islamic School is Australia’s oldest Islamic school, founded in 1989 through a gift from King Fahd of Saudi Arabia. This same spirit of charity is one we hope to pay forward to future generations as we remain committed to promoting religious tolerance, cultural diversity, and academic excellence within the broader Australian society.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Education"", ""General & Islamic Schools"", ""New South Wales""]"
1576,General & Islamic Schools,general-islamic-colleges,7994,Malek Fahd Islamic School – Greenacre,https://ummahdirectory.com.au/education/malek-fahd-islamic-school-greenacre/,"July 18, 2025","July 18, 2025",,,"Greenacre NSW 2190
Australia’s oldest Islamic school includes separate primary and secondary campuses
Islamic Co-ed Primary & Secondary School in Greenacre
Malek Fahd Islamic School is Australia’s oldest Islamic school, founded in 1989 through a gift from King Fahd of Saudi Arabia. This same spirit of charity is one we hope to pay forward to future generations as we remain committed to promoting religious tolerance, cultural diversity, and academic excellence within the broader Australian society.
share this article:
Twitter
Menu
Suggest a Listing
Contact us
Get Listed
Subscribe for Offers, News and More
Full Name*
Email*
Post Code
Subscribe
Terms & Policies
ABN 88 675 131 932","[""Education"", ""General & Islamic Schools"", ""New South Wales""]"
1576,General & Islamic Schools,general-islamic-colleges,2570,Al-Bayan Institute,https://ummahdirectory.com.au/education/al-bayan-institute/,Educational institute teaching Islamic tradition in Western Sydney since 2004,"22 Auburn Road, Regents Park NSW 2143",nfo@albayan.org.au,(02) 8710 8122,"AlBayan Institute was established in 2003 by few brothers and Sheikh Tarek El-Bikai who has dedicated numerous years acquiring and developing his traditional Islamic sacred knowledge from some of the most respected and qualified scholars of our time.
AlBayan Institute also caters for older hearts with the introduction of the adult syllabus in 2009. This syllabus is taught by respected Islamic scholars and encompasses a wide variety of subjects preparing seekers of knowledge for their afterlife. These subjects include Arabic, recitation and memorisation of the Holy Quran, Islamic Adab (Manners), Fiqh (traditional Islamic Sacred Law), Hadeeth, Aqeedah (Islamic Creed) and Science of the Quran.
Parking available in Al-Bayan carpark. Entry via Gunya Street. Please park in parking spaces.
Please be mindful of neighbours when parking on street.
Womens prayer area available
22 Auburn Road, Regents Park NSW 2143
info@albayan.org.au
(02) 8710 8122","[""Education"", ""General & Islamic Schools"", ""Mosques"", ""New South Wales""]"
1576,General & Islamic Schools,general-islamic-colleges,2388,IQRA College,https://ummahdirectory.com.au/education/general-islamic-colleges/iqra-college/,Private Islamic college located in O’Halloran Hill,"5 Majors Road, O'Halloran Hill SA 5158",admin@iqracollege.sa.edu.au,(08) 8298 2550,"IQRA College, South Australia (SA) founded in 2017
Reception to YR 12, located in the southern suburbs of Adelaide.
5 Majors Road, O'Halloran Hill SA 5158
admin@iqracollege.sa.edu.au
(08) 8298 2550","[""Education"", ""General & Islamic Schools"", ""Victoria""]"
1577,Training,training,7139,Melbourne City College Australia,https://ummahdirectory.com.au/education/melbourne-city-college-australia/,Vocational centre offering a variety of certificates and diplomas in the CBD,"Level 9/120 Spencer St, Melbourne VIC 3000",webmaster@melbournecitycollege.edu.au,(03) 8592 6425,"Melbourne City College Australia stands to serve as an oasis to both local and international students alike to bridge the gap between their dream and reality.
From decked-up stellar courses that will help students leap into the top tiers of their careers to English courses that will instil confidence in them to face the world and their competitive workspace, Melbourne City College Australia has it all.
Situated in the prime location of Melbourne in Spencer’s Street, Melbourne City College Australia, brings together both local and international students alike and aids them in making their career goals a reality.
Let it be using these courses as a stepping stone to future studies or restarting their life with these courses or adding them up to boost their standings, there are numerous reasons why students rush into Melbourne City College Australia.
We have brilliant staff to help them pursue what they truly want and have every facility they need to back them up and prepare them for the future that awaits them.
Our courses range from all the in-demand job sectors like aged care, child care, and commercial cookery to all kinds of management and English courses.
Let Melbourne City College Australia be the catalyst in your career path
Level 9/120 Spencer St, Melbourne VIC 3000
E-Mail
(03) 8592 6425","[""Education"", ""Training""]"
1577,Training,training,4091,Arabic Language Centre,https://ummahdirectory.com.au/education/arabic-language-centre/,Uncover your journey to the Arabic Language. Enrol Now at the link below.,Preston VIC 3072,Info@arabiclanguage.com.au%20,0434 675 955‬,"At Arabic Language Centre, we aim to create the opportunity to
uncover
the beauty of the Arabic Language, through its rich
historical
,
artistic
and
linguistic
disposition.
Book A Trial Lesson
In this
free
session, you will be introduced to the Arabic language and learn about its different sciences.
Preston VIC 3072
E-Mail
0434 675 955‬","[""Education"", ""Training"", ""Victoria""]"
