id,title,url,slug,status_badge,tagline,address,email,phone,description,excerpt,og_description,image,external_links,contact_links,category_ids,category_names,tag_ids,date,modified,scrape_error
2614,Ilim College – Head Office,https://ummahdirectory.com.au/education/ilim-college-head-office/,ilim-college-head-office,,Head Office for Islamic independent school operating since 1995,"1473 Sydney Rd, Campbellfield VIC 3177",info@ilimcollege.vic.edu.au,(03) 9302 1131,"Established in 1995, Ilim College is a grade prep to year 12 VCE co-educational Islamic school that offers a broad dynamic curriculum that provides the opportunity to develop academic, practical, creative and sporting skills
1473 Sydney Rd, Campbellfield VIC 3177
E-Mail
(03) 9302 1131",Campbellfield VIC 3061 Head Office for Islamic independent school operating since 1995,Campbellfield VIC 3061 Head Office for Islamic independent school operating since 1995,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/dallas5-2.jpg?fit=1448%2C1448&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.ilimcollege.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1375, 1651, 1368]",2024-03-24T11:23:39,2024-03-24T11:24:46,
2607,Ilim College – Doveton Campus,https://ummahdirectory.com.au/education/ilim-college-doveton-campus/,ilim-college-doveton-campus,,Islamic independent school operating at Doveton campus with from Prep to Year 12,"25-35 Rowan Drive, Doveton VIC 3177",dovetoncampus@ilimcollege.vic.edu.au,(03) 9791 5659,"Established in 1995, Ilim College is a grade prep to year 12 VCE co-educational Islamic school that offers a broad dynamic curriculum that provides the opportunity to develop academic, practical, creative and sporting skills
At the Doveton campus operates Primary and Secondary servicing South Eastern suburbs
E.
dovetoncampus@ilimcollege.vic.edu.au
25-35 Rowan Drive, Doveton VIC 3177
E-Mail
(03) 9791 5659",Dallas VIC 3047 Islamic independent school operating at Doveton campus with from Prep to Year 12,Dallas VIC 3047 Islamic independent school operating at Doveton campus with from Prep to Year 12,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/dallas5-2.jpg?fit=1448%2C1448&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.ilimcollege.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1538, 1651, 1368]",2024-03-24T11:17:10,2024-03-24T11:17:12,
2595,Ilim College – Glenroy Campus,https://ummahdirectory.com.au/education/ilim-college-glenroy-campus/,ilim-college-glenroy-campus,,"Islamic independent school from Foundation to Year 12 established in 1995, Glenroy campus operating Primary (Prep to Year 6)","48-50 Box Forest Road, Hadfield VIC 3046",info@ilimcollege.vic.edu.au,(03) 9359 9660,"Established in 1995, Ilim College is a grade prep to year 12 VCE co-educational Islamic school that offers a broad dynamic curriculum that provides the opportunity to develop academic, practical, creative and sporting skills
At the Glenroy campus operates Primary (Prep to Year 6).
E.
glenroycampus@ilimcollege.vic.edu.au
(Primary)
48-50 Box Forest Road, Hadfield VIC 3046
E-Mail
(03) 9359 9660",Hadfield VIC 3046 Islamic independent primary school operating at Glenroy campus,Hadfield VIC 3046 Islamic independent primary school operating at Glenroy campus,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/dallas5-1.jpg?fit=1448%2C1448&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.ilimcollege.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1423, 1651, 1368]",2024-03-24T11:06:05,2024-03-24T11:10:44,
2567,Ilim College – Dallas Main Campus,https://ummahdirectory.com.au/education/ilim-college-dallas-main-campus/,ilim-college-dallas-main-campus,,"Islamic independent school from Foundation to Year 12 established in 1995, Dallas campus operating primary and girls","30 Inverloch Cres, Dallas VIC 3047",info@ilimcollege.vic.edu.au,(03) 9302 3770,"secondary
Established in 1995, Ilim College is a grade prep to year 12 VCE co-educational Islamic school that offers a broad dynamic curriculum that provides the opportunity to develop academic, practical, creative and sporting skills
At the main Dallas campus operates Primary and Secondary (Girls).
E.
dallasprimary@ilimcollege.vic.edu.au
(Primary)
E.
dallasgirls@ilimcollege.vic.edu.au
(Secondary Girls)
30 Inverloch Cres, Dallas VIC 3047
E-Mail
(03) 9302 3770",Dallas VIC 3047 Islamic independent school operating Primary and Secondary Girls at Dallas campus,Dallas VIC 3047 Islamic independent school operating Primary and Secondary Girls at Dallas campus,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/dallas5.jpg?fit=1448%2C1448&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.ilimcollege.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1406, 1651, 1368]",2024-03-24T11:00:01,2024-03-24T11:00:03,
2540,Ilim College – Kiewa Campus,https://ummahdirectory.com.au/education/al-taqwa-college-truganina-campus/,al-taqwa-college-truganina-campus,,"Islamic independent school from Foundation to Year 12 established in 1995, Kiewa campus operating boys secondary","26-44 Kiewa Cres, Dallas VIC 3047",info@ilimcollege.vic.edu.au,(03) 9302 1150,"Established in 1995, Ilim College is a grade prep to year 12 VCE co-educational Islamic school that offers a broad dynamic curriculum that provides the opportunity to develop academic, practical, creative and sporting skills
At Kiewa, Dallas location operates Secondary (Boys) Campus
E.
kiewacampus@ilimcollege.vic.edu.au
(Secondary Boys)
26-44 Kiewa Cres, Dallas VIC 3047
E-Mail
(03) 9302 1150",Dallas VIC 3047 Islamic independent school operating boys secondary at Kiewa campus,Dallas VIC 3047 Islamic independent school operating boys secondary at Kiewa campus,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/dallas5.jpg?fit=1448%2C1448&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.ilimcollege.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/IlimCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/ilim.college/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1406, 1651, 1368]",2024-03-24T07:02:31,2024-03-24T07:33:22,
2535,Al Siraat College,https://ummahdirectory.com.au/education/al-siraat-college/,al-siraat-college,,Islamic independent school from Foundation to Year 12 in Epping location,"45 Harvest Home Rd, Epping VIC 3076",%20info@alsiraat.vic.edu.au,(03) 9407 7000,"Al Siraat College is a co-educational, Foundation to Year 12 school for students from the Islamic faith. We are an independent Australian school in the Islamic Tradition, established in 2009 and situated in Epping where we serve the needs of the growing Islamic community in the northern suburbs of Melbourne.
45 Harvest Home Rd, Epping VIC 3076
E-Mail
(03) 9407 7000",Epping VIC 3076 Islamic independent school from Foundation to Year 12 in Epping location,Epping VIC 3076 Islamic independent school from Foundation to Year 12 in Epping location,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/alsiraat1.png?fit=268%2C90&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.alsiraat.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/profile.php?id=100046443113822""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/alsiraatcollege/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/profile.php?id=100046443113822""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/alsiraatcollege/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1486, 1651, 1368]",2024-03-24T06:53:13,2024-03-24T06:53:15,
2532,Darul Ulum Academy (Victoria),https://ummahdirectory.com.au/education/darul-ulum-academy-victoria/,darul-ulum-academy-victoria,,Islamic independent school from Foundation to Year 5 in Mickleham location,"112 Ellscott Bvd, Mickleham VIC 3064",infodua@dulum.vic.edu.au,(03) 9355 6890,"Islamic independent school from Foundation to Year 5 in Mickleham location
At Darul Ulum College, we are committed to providing quality education in an Islamic environment that teaches students responsibility, the best of moral values and respect for others. We want to enable our students to be creative thinkers, positive contributors to the wider Australian community and become future leaders
112 Ellscott Bvd, Mickleham VIC 3064
E-Mail
(03) 9355 6890",Mickleham VIC 3064 Islamic independent school from foundation to Year 5 in Mickleham campus,Mickleham VIC 3064 Islamic independent school from foundation to Year 5 in Mickleham campus,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/dulum2-1.png?fit=440%2C400&ssl=1,"[{""label"": ""Website"", ""url"": ""https://www.dulum.vic.edu.au/mickleham""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/dulum.vic.edu.au""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/dulum.vic.edu.au""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1651, 1368, 1405]",2024-03-24T06:42:59,2024-03-24T06:44:26,
2525,Darul Ulum College of Victoria,https://ummahdirectory.com.au/education/darul-ulum-college-of-victoria/,darul-ulum-college-of-victoria,,Islamic independent school from foundation to Year 12 established in 1997,"17 Baird Street, Fawkner VIC 3060",info@dulum.vic.edu.au,(03) 9355 6800,"Islamic independent school from foundation to Year 12 established in 1997
At Darul Ulum College, we are committed to providing quality education in an Islamic environment that teaches students responsibility, the best of moral values and respect for others. We want to enable our students to be creative thinkers, positive contributors to the wider Australian community and become future leaders
17 Baird Street, Fawkner VIC 3060
E-Mail
(03) 9355 6800",Fawkner VIC 3060 Islamic independent school from foundation to Year 12 established in 1997,Fawkner VIC 3060 Islamic independent school from foundation to Year 12 established in 1997,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/dulum2.png?fit=440%2C400&ssl=1,"[{""label"": ""Website"", ""url"": ""https://www.dulum.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/dulum.vic.edu.au""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/dulum.vic.edu.au""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1420, 1651, 1368]",2024-03-24T06:38:58,2024-03-24T06:39:00,
2355,East Preston Islamic College,https://ummahdirectory.com.au/education/east-preston-islamic-college/,east-preston-islamic-college,,Islamic College offering co-educational learning from Prep to Year 12,"55 Tyler St, Preston VIC 3072",admin@epic.vic.edu.au,(03) 9478 3323,"East Preston Islamic College (EPIC) is a not-for-profit, K-12, independent, co-educational Islamic school situated in a northern suburb of Melbourne. Our students range from Kindergarten to Year 12 with diverse backgrounds whom have 24 different languages spoken at home. The College’s aims for our students is to achieve excellence in academic performance and to embrace Islamic values.
55 Tyler St, Preston VIC 3072
E-Mail
(03) 9478 3323",Preston VIC 3072 Islamic College offering co-educational learning from Prep to Year 12,Preston VIC 3072 Islamic College offering co-educational learning from Prep to Year 12,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/epic1.png?fit=118%2C129&ssl=1,"[{""label"": ""Website"", ""url"": ""http://www.epic.vic.edu.au""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/East.Preston.Islamic.College""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/eastprestonislamic/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/East.Preston.Islamic.College""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/eastprestonislamic/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1493, 1651, 1368, 1512]",2024-03-22T17:25:53,2024-03-22T17:25:55,
2352,"Minaret College, Doveton Campus",https://ummahdirectory.com.au/education/minaret-college-doveton-campus/,minaret-college-doveton-campus,,Islamic College founded in 1992 offering co-educational learning from Prep to Year 6 at m Doveton campus,"146 Kidds Rd, Doveton VIC 3177",admin@minaret.vic.edu.au,(03) 9238 4200,"Founded in 1992 as Islamic College of Noble Park by Mr Mohamed Hassan, Minaret College’s vision has always been to give a holistic education to children, helping them achieve their full potential and to develop into future leaders and pioneers.
Starting with only 22 students and one class teacher, Minaret has now grown to cater for more than 2500 students. Minaret College is dear to many within the community; we have a rich history and identity and continue to be guided by our strong vision for the future.
Minaret College offers Pre-School to Year 12 education at Springvale and Officer campuses. Our Doveton Campus is dedicated to primary years. We continually invest in our students to ensure they attain a quality Islamic and secular education.
Minaret College prides itself on nurturing the leaders of tomorrow. Each and every student is empowered to embody our motto: Faith, Knowledge and Practice.
146 Kidds Rd, Doveton VIC 3177
E-Mail
(03) 9238 4200",Doveton VIC 3177 Islamic College founded in 1992 offering co-educational learning from Prep to Year 6,Doveton VIC 3177 Islamic College founded in 1992 offering co-educational learning from Prep to Year 6,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/minaret1.jpg?fit=1226%2C1226&ssl=1,"[{""label"": ""Website"", ""url"": ""https://minaret.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/MinaretCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/minaretcollege/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/MinaretCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/minaretcollege/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1538, 1493, 1651, 1368]",2024-03-22T17:15:52,2024-03-22T17:15:54,
2348,"Minaret College, Officer Campus",https://ummahdirectory.com.au/education/minaret-college-springvale-campus-copy/,minaret-college-springvale-campus-copy,,Islamic College founded in 1992 offering co-educational learning from Prep to Year 12 at Officer campus,"67 Tivendale Rd, Officer VIC 3809",admin@minaret.vic.edu.au,(03) 59432058,"Founded in 1992 as Islamic College of Noble Park by Mr Mohamed Hassan, Minaret College’s vision has always been to give a holistic education to children, helping them achieve their full potential and to develop into future leaders and pioneers.
Starting with only 22 students and one class teacher, Minaret has now grown to cater for more than 2500 students. Minaret College is dear to many within the community; we have a rich history and identity and continue to be guided by our strong vision for the future.
Minaret College offers Pre-School to Year 12 education at Springvale and Officer campuses. Our Doveton Campus is dedicated to primary years. We continually invest in our students to ensure they attain a quality Islamic and secular education.
Minaret College prides itself on nurturing the leaders of tomorrow. Each and every student is empowered to embody our motto: Faith, Knowledge and Practice.
67 Tivendale Rd, Officer VIC 3809
E-Mail
(03) 59432058",Officer VIC 3809 Islamic College founded in 1992 offering co-educational learning from Prep to Year 12,Officer VIC 3809 Islamic College founded in 1992 offering co-educational learning from Prep to Year 12,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/minaret1.jpg?fit=1226%2C1226&ssl=1,"[{""label"": ""Website"", ""url"": ""https://minaret.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/MinaretCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/minaretcollege/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/MinaretCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/minaretcollege/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1493, 1651, 1368, 1653]",2024-03-22T17:10:45,2024-03-22T17:11:13,
1984,"Minaret College, Springvale Campus",https://ummahdirectory.com.au/education/minaret-college-springvale-campus/,minaret-college-springvale-campus,,Islamic College founded in 1992 offering co-educational learning at main Springvale campus,"36-38 Lewis Street, Springvale VIC 3171",admin@minaret.vic.edu.au,(03) 9574 0567,"Founded in 1992 as Islamic College of Noble Park by Mr Mohamed Hassan, Minaret College’s vision has always been to give a holistic education to children, helping them achieve their full potential and to develop into future leaders and pioneers.
Starting with only 22 students and one class teacher, Minaret has now grown to cater for more than 2500 students. Minaret College is dear to many within the community; we have a rich history and identity and continue to be guided by our strong vision for the future.
Minaret College offers Pre-School to Year 12 education at Springvale and Officer campuses. Our Doveton Campus is dedicated to primary years. We continually invest in our students to ensure they attain a quality Islamic and secular education.
Minaret College prides itself on nurturing the leaders of tomorrow. Each and every student is empowered to embody our motto: Faith, Knowledge and Practice.
36-38 Lewis Street, Springvale VIC 3171
E-Mail
(03) 9574 0567",Springvale VIC 3171 Islamic College founded in 1992 offering co-educational learning from Prep to Year 12,Springvale VIC 3171 Islamic College founded in 1992 offering co-educational learning from Prep to Year 12,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/minaret1.jpg?fit=1226%2C1226&ssl=1,"[{""label"": ""Website"", ""url"": ""https://minaret.vic.edu.au/""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/MinaretCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/minaretcollege/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/MinaretCollege""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/minaretcollege/""}]","[1492, 1576]","[""Education"", ""General & Islamic Schools""]","[1493, 1651, 1368, 1652]",2024-03-22T17:05:44,2024-03-22T17:11:46,
1855,Australian Muslim Social Services Agency – North Melbourne Mosque,https://ummahdirectory.com.au/mosque-musalla/australian-muslim-social-services-agency-north-melbourne-mosque/,australian-muslim-social-services-agency-north-melbourne-mosque,,Islamic Centre established in the heart of North Melbourne,"91-101 Boundary Road, North Melbourne VIC 3051",amssa1@gmail.com,(03) 9329 2894,"Australian Muslim Social Services Agency (AMSSA) Centre, Victoria was acquired in 2012 and is an Islamic centre established to provide important services for the Muslim community and help to integrate to wider Australian community.
Services include
– Islamic Services
– Youth and Community Development Services
– Marriage Services
– Counselling Services
– Islamic Classes
91-101 Boundary Road, North Melbourne VIC 3051
E-Mail
(03) 9329 2894",North Melbourne VIC 3051 Islamic Centre established in the heart of North Melbourne acquired in 2012,North Melbourne VIC 3051  Islamic Centre established in the heart of North Melbourne acquired in 2012,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/amssa1.jpg?fit=2048%2C1536&ssl=1,"[{""label"": ""Website"", ""url"": ""http://amssa.org.au""}, {""label"": ""Facebook"", ""url"": ""https://www.facebook.com/AMSSAnorthmelbourne""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/amssayouthconnect/""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/AMSSAnorthmelbourne""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/amssayouthconnect/""}]",[1514],"[""Mosques""]","[1368, 1515, 1465]",2024-03-22T16:48:26,2024-03-22T16:52:20,
2326,Henna by Shafna,https://ummahdirectory.com.au/event-planning/henna-by-shafna/,henna-by-shafna,,Professional Henna Artist specialising in natural henna and Jagua art,Truganina VIC 3029,:hennabyshaffna@gmail.com,0493 546 427,"Professional Henna Artist based in Melbourne. Specialised in Natural henna and Jagua henna art.
Services include:
– Bridal henna
-Party / Guest Henna
-Henna for Special Occasions
-Markets/ Stalls
-Corporate events
-Private Appointments
Available to travel around Melbourne. Travel charges include depending on location.
Truganina VIC 3029
E-Mail
0493 546 427",Truganina VIC 3029 Professional Henna Artist specialising in natural henna and Jagua art,Truganina VIC 3029 Professional Henna Artist specialising in natural henna and Jagua art,https://i0.wp.com/ummahdirectory.com.au/wp-content/uploads/2024/03/henna1.jpg?fit=828%2C828&ssl=1,"[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/hennabyshaffna""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/hennabyshaffna""}, {""label"": """", ""url"": ""https://www.facebook.com/UmmahDirectory""}, {""label"": """", ""url"": ""https://www.instagram.com/UmmahDirectory""}, {""label"": """", ""url"": ""http://www.youtube.com/ummahdirectory""}, {""label"": """", ""url"": ""https://www.tiktok.com/@ummah.directory""}, {""label"": """", ""url"": ""https://www.linkedin.com/company/ummah-directory/""}, {""label"": """", ""url"": ""https://x.com/ummah_directory""}]","[{""label"": ""Facebook"", ""url"": ""https://www.facebook.com/hennabyshaffna""}, {""label"": ""Instagram"", ""url"": ""https://www.instagram.com/hennabyshaffna""}]",[1395],"[""Event Planning""]","[1396, 1650, 1368, 1649]",2024-03-22T16:35:39,2024-03-22T16:36:24,
